150020058,1.54,password,SC,EE Dual Deg E2
150020059,0.46,password,PwD,MM B.Tech
150020060,4.5,password,SC,CL B.Tech
150020061,5.17,password,ST,EP B.Tech
150020062,4.61,password,OBC,EN Dual Deg
150020063,8.06,password,OBC,ME B.Tech
150020064,9.14,password,OBC,MM Dual Deg Y1
150020065,5.14,password,GE,EP B.Tech
150020066,2.51,password,SC,CS B.Tech
150020067,7.74,password,ST,ME B.Tech
150020068,8.55,password,ST,ME Dual Deg M2
150020069,3.03,password,OBC,AE B.Tech
150020070,8.59,password,SC,AE B.Tech
150020071,1.28,password,SC,EE Dual Deg E2
150020072,8.87,password,PwD,MM B.Tech
150020073,9.72,password,ST,EE Dual Deg E2
150020074,2.66,password,PwD,EE Dual Deg E2
150020075,4.45,password,GE,MM Dual Deg Y2
150020076,5.82,password,OBC,EP B.Tech
150020077,9.1,password,ST,AE B.Tech
150020078,8.63,password,SC,MM Dual Deg Y2
150020079,1.83,password,OBC,EP Dual Deg N1
150020080,8.13,password,OBC,ME Dual Deg M2
150020081,0.81,password,GE,EP Dual Deg N1
150020082,2.14,password,GE,MM Dual Deg Y2
150020083,0.21,password,OBC,MM Dual Deg Y1
150020084,7.67,password,OBC,EP B.Tech
150020085,2.82,password,PwD,MM B.Tech
150020086,1.07,password,SC,MM Dual Deg Y2
150020087,6.61,password,SC,EE Dual Deg E1
150020088,9.23,password,ST,EN Dual Deg
150020089,3.45,password,PwD,EE Dual Deg E2
150020090,7.06,password,SC,MM B.Tech
150020091,6.09,password,GE,CH
150020092,9.33,password,SC,AE B.Tech
150020093,2.41,password,OBC,EE Dual Deg E1
150020094,7.0,password,SC,MM B.Tech
150020095,9.76,password,SC,EE Dual Deg E2
150020096,3.32,password,GE,MM Dual Deg Y1
150020097,7.45,password,SC,EE Dual Deg E2
150020098,1.51,password,ST,ME B.Tech
150020099,9.93,password,PwD,EP Dual Deg N1
150030000,6.53,password,GE,CL B.Tech
150030001,1.06,password,OBC,AE B.Tech
150030002,8.91,password,ST,CH
150030003,2.38,password,ST,EE Dual Deg E1
150030004,2.87,password,PwD,ME Dual Deg M2
150030005,1.6,password,GE,CL B.Tech
150030006,2.62,password,ST,EE Dual Deg E1
150030007,9.67,password,OBC,CL B.Tech
150030008,5.63,password,GE,CE B.Tech
150030009,1.04,password,ST,MM Dual Deg Y1
150030010,5.29,password,PwD,ME Dual Deg M2
150030011,1.48,password,PwD,MM Dual Deg Y1
150030012,6.77,password,ST,AE B.Tech
150030013,7.46,password,OBC,MM Dual Deg Y1
150030014,5.87,password,ST,EE B.Tech
150030015,7.26,password,SC,MM Dual Deg Y2
150030016,5.38,password,OBC,CE B.Tech
150030017,5.4,password,PwD,CL B.Tech
150030018,5.31,password,PwD,CE B.Tech
150030019,8.0,password,SC,AE B.Tech
150030020,2.0,password,ST,CS B.Tech
150030021,1.26,password,SC,ME B.Tech
150030022,7.39,password,ST,MM Dual Deg Y1
150030023,0.76,password,OBC,EP Dual Deg N1
150030024,9.73,password,PwD,MM Dual Deg Y2
150030025,8.16,password,GE,ME B.Tech
150030026,8.15,password,SC,EE Dual Deg E1
150030027,1.28,password,OBC,MM B.Tech
150030028,9.52,password,SC,MM Dual Deg Y1
150030029,1.14,password,GE,CE B.Tech
150030030,2.32,password,OBC,AE B.Tech
150030031,7.52,password,OBC,CS B.Tech
150030032,3.95,password,PwD,EE Dual Deg E2
150030033,7.88,password,GE,CE B.Tech
150030034,3.44,password,PwD,MM Dual Deg Y1
150030035,3.42,password,SC,AE B.Tech
150030036,6.38,password,PwD,MM Dual Deg Y2
150030037,2.33,password,SC,EN Dual Deg
150030038,0.5,password,PwD,ME Dual Deg M2
150030039,3.93,password,SC,ME Dual Deg M2
150030040,1.78,password,ST,CH
150030041,6.76,password,PwD,EE Dual Deg E2
150030042,7.45,password,ST,EE Dual Deg E2
150030043,1.84,password,PwD,CE B.Tech
150030044,8.75,password,SC,EN Dual Deg
150030045,8.53,password,SC,AE B.Tech
150030046,6.56,password,PwD,EE B.Tech
150030047,7.86,password,OBC,CS B.Tech
150030048,4.85,password,OBC,ME Dual Deg M2
150030049,4.34,password,GE,EP Dual Deg N1
150030050,5.52,password,OBC,CL B.Tech
150030051,2.46,password,PwD,EP Dual Deg N1
150030052,7.1,password,GE,MM Dual Deg Y2
150030053,7.81,password,ST,EN Dual Deg
150030054,5.42,password,SC,ME Dual Deg M2
150030055,5.41,password,ST,ME B.Tech
150030056,1.49,password,GE,EE Dual Deg E2
150030057,1.24,password,GE,EE Dual Deg E2
150030058,0.56,password,OBC,AE B.Tech
150030059,5.75,password,OBC,EP Dual Deg N1
150030060,8.19,password,OBC,ME B.Tech
150030061,4.53,password,PwD,CH
150030062,4.99,password,SC,MM B.Tech
150030063,5.53,password,PwD,EP Dual Deg N1
150030064,6.65,password,ST,CS B.Tech
150030065,8.81,password,OBC,MM B.Tech
150030066,0.47,password,PwD,MM Dual Deg Y2
150030067,8.76,password,PwD,EE B.Tech
150030068,4.67,password,GE,ME B.Tech
150030069,8.63,password,PwD,ME Dual Deg M2
150030070,8.95,password,OBC,MM Dual Deg Y2
150030071,4.79,password,ST,EN Dual Deg
150030072,5.95,password,GE,AE B.Tech
150030073,9.25,password,OBC,EE Dual Deg E2
150030074,8.61,password,PwD,EN Dual Deg
150030075,5.24,password,ST,MM B.Tech
150030076,0.91,password,PwD,EE Dual Deg E2
150030077,8.36,password,OBC,MM B.Tech
150030078,7.03,password,SC,MM Dual Deg Y2
150030079,1.68,password,PwD,EE B.Tech
150030080,4.64,password,GE,CH
150030081,4.9,password,PwD,EE Dual Deg E2
150030082,9.59,password,ST,EN Dual Deg
150030083,6.87,password,ST,EE Dual Deg E2
150030084,1.02,password,SC,EN Dual Deg
150030085,6.47,password,ST,EP B.Tech
150030086,5.52,password,PwD,MM B.Tech
150030087,1.5,password,ST,EP Dual Deg N1
150030088,9.42,password,ST,MM Dual Deg Y1
150030089,9.93,password,OBC,CL B.Tech
150030090,0.5,password,GE,AE B.Tech
150030091,9.34,password,PwD,MM B.Tech
150030092,9.44,password,GE,EP Dual Deg N1
150030093,8.33,password,OBC,CL B.Tech
150030094,2.75,password,PwD,ME B.Tech
150030095,9.43,password,PwD,EP B.Tech
150030096,0.25,password,PwD,ME B.Tech
150030097,3.14,password,OBC,MM Dual Deg Y1
150030098,3.83,password,PwD,EN Dual Deg
150030099,9.02,password,GE,EP Dual Deg N1
150040000,0.87,password,PwD,EN Dual Deg
150040001,8.03,password,OBC,CL B.Tech
150040002,1.61,password,PwD,EE Dual Deg E2
150040003,0.16,password,ST,ME B.Tech
150040004,8.77,password,ST,EN Dual Deg
150040005,1.69,password,ST,EE B.Tech
150040006,5.04,password,SC,CE B.Tech
150040007,5.21,password,SC,EN Dual Deg
150040008,3.79,password,SC,ME B.Tech
150040009,5.44,password,GE,CE B.Tech
150040010,3.34,password,PwD,EE Dual Deg E1
150040011,8.37,password,PwD,CL B.Tech
150040012,5.64,password,PwD,MM B.Tech
150040013,8.18,password,OBC,MM B.Tech
150040014,1.85,password,GE,MM Dual Deg Y1
150040015,8.29,password,PwD,EE Dual Deg E2
150040016,6.38,password,ST,EN Dual Deg
150040017,5.22,password,GE,ME Dual Deg M2
150040018,5.46,password,OBC,EN Dual Deg
150040019,6.51,password,OBC,MM B.Tech
150040020,3.61,password,SC,EE B.Tech
150040021,7.06,password,GE,EE Dual Deg E2
150040022,7.6,password,GE,EE Dual Deg E2
150040023,4.93,password,ST,CS B.Tech
150040024,2.84,password,GE,EE Dual Deg E2
150040025,0.52,password,PwD,MM B.Tech
150040026,1.07,password,ST,EN Dual Deg
150040027,8.15,password,PwD,ME Dual Deg M2
150040028,1.19,password,PwD,EP B.Tech
150040029,1.22,password,PwD,MM B.Tech
150040030,0.39,password,PwD,EN Dual Deg
150040031,7.42,password,PwD,EE Dual Deg E1
150040032,4.46,password,ST,CH
150040033,3.59,password,SC,MM B.Tech
150040034,8.41,password,ST,EN Dual Deg
150040035,5.0,password,OBC,EP B.Tech
150040036,0.63,password,SC,MM B.Tech
150040037,3.38,password,PwD,ME Dual Deg M2
150040038,9.7,password,OBC,EP Dual Deg N1
150040039,1.74,password,ST,MM Dual Deg Y1
150040040,2.04,password,ST,EP B.Tech
150040041,2.27,password,ST,EE B.Tech
150040042,5.54,password,OBC,EE B.Tech
150040043,2.55,password,OBC,ME B.Tech
150040044,6.77,password,PwD,EP Dual Deg N1
150040045,5.05,password,ST,EP Dual Deg N1
150040046,7.9,password,ST,CL B.Tech
150040047,2.09,password,GE,CH
150040048,3.54,password,OBC,ME B.Tech
150040049,7.92,password,OBC,ME Dual Deg M2
150040050,7.12,password,GE,CL B.Tech
150040051,5.58,password,GE,ME B.Tech
150040052,7.76,password,SC,CS B.Tech
150040053,5.27,password,PwD,MM Dual Deg Y2
150040054,1.11,password,ST,EN Dual Deg
150040055,1.7,password,GE,AE B.Tech
150040056,1.21,password,GE,ME Dual Deg M2
150040057,3.92,password,PwD,CH
150040058,8.98,password,ST,MM Dual Deg Y2
150040059,5.43,password,PwD,EE Dual Deg E1
150040060,9.91,password,ST,MM Dual Deg Y1
150040061,5.84,password,SC,MM B.Tech
150040062,4.25,password,PwD,EE B.Tech
150040063,5.81,password,OBC,EE B.Tech
150040064,3.76,password,PwD,EN Dual Deg
150040065,7.69,password,ST,EE Dual Deg E1
150040066,8.86,password,PwD,EN Dual Deg
150040067,0.5,password,OBC,EE B.Tech
150040068,3.03,password,OBC,CH
150040069,8.11,password,GE,CH
150040070,3.22,password,PwD,CH
150040071,3.58,password,ST,EN Dual Deg
150040072,0.95,password,SC,EE B.Tech
150040073,3.29,password,ST,CH
150040074,2.68,password,ST,EP Dual Deg N1
150040075,8.32,password,OBC,EE Dual Deg E1
150040076,1.13,password,SC,EE Dual Deg E2
150040077,8.14,password,GE,CH
150040078,9.25,password,OBC,EE Dual Deg E1
150040079,6.42,password,PwD,EE Dual Deg E1
150040080,6.24,password,OBC,AE B.Tech
150040081,4.71,password,SC,AE B.Tech
150040082,5.81,password,PwD,ME B.Tech
150040083,6.61,password,ST,ME Dual Deg M2
150040084,6.6,password,SC,CE B.Tech
150040085,1.91,password,SC,CS B.Tech
150040086,4.91,password,ST,CE B.Tech
150040087,9.22,password,SC,EP Dual Deg N1
150040088,8.01,password,OBC,AE B.Tech
150040089,3.52,password,OBC,ME Dual Deg M2
150040090,6.13,password,SC,CS B.Tech
150040091,9.72,password,OBC,MM B.Tech
150040092,8.09,password,PwD,AE B.Tech
150040093,4.53,password,SC,EP Dual Deg N1
150040094,0.76,password,ST,ME B.Tech
150040095,7.01,password,ST,ME Dual Deg M2
150040096,9.18,password,GE,AE B.Tech
150040097,5.63,password,OBC,CE B.Tech
150040098,8.53,password,OBC,AE B.Tech
150040099,4.72,password,ST,CL B.Tech
150050000,0.82,password,PwD,EE B.Tech
150050001,2.57,password,PwD,EE Dual Deg E1
150050002,0.62,password,PwD,EE Dual Deg E2
150050003,4.22,password,GE,MM Dual Deg Y1
150050004,5.32,password,PwD,EE Dual Deg E2
150050005,1.69,password,OBC,CE B.Tech
150050006,9.29,password,SC,MM B.Tech
150050007,5.98,password,PwD,CH
150050008,4.23,password,PwD,EN Dual Deg
150050009,1.07,password,ST,CH
150050010,5.57,password,OBC,EP Dual Deg N1
150050011,3.03,password,GE,CE B.Tech
150050012,0.95,password,OBC,CE B.Tech
150050013,3.04,password,OBC,EN Dual Deg
150050014,3.95,password,OBC,EP Dual Deg N1
150050015,6.03,password,PwD,EE B.Tech
150050016,4.18,password,PwD,CE B.Tech
150050017,8.29,password,ST,AE B.Tech
150050018,3.37,password,SC,AE B.Tech
150050019,4.26,password,PwD,ME B.Tech
150050020,2.51,password,OBC,ME Dual Deg M2
150050021,1.59,password,ST,EE Dual Deg E1
150050022,1.75,password,ST,MM Dual Deg Y1
150050023,1.86,password,SC,CS B.Tech
150050024,6.54,password,ST,ME Dual Deg M2
150050025,9.32,password,ST,CS B.Tech
150050026,1.21,password,GE,MM Dual Deg Y1
150050027,1.21,password,ST,EN Dual Deg
150050028,1.77,password,ST,MM B.Tech
150050029,2.72,password,SC,MM Dual Deg Y2
150050030,4.66,password,SC,EE Dual Deg E1
150050031,7.68,password,SC,MM Dual Deg Y1
150050032,6.84,password,PwD,MM B.Tech
150050033,3.78,password,ST,CH
150050034,8.05,password,SC,MM Dual Deg Y1
150050035,1.09,password,GE,MM B.Tech
150050036,0.15,password,SC,EP B.Tech
150050037,0.06,password,ST,CL B.Tech
150050038,8.63,password,ST,CE B.Tech
150050039,7.54,password,GE,EE Dual Deg E1
150050040,6.02,password,GE,MM Dual Deg Y2
150050041,9.53,password,PwD,ME Dual Deg M2
150050042,3.04,password,ST,EN Dual Deg
150050043,9.53,password,GE,ME Dual Deg M2
150050044,9.69,password,OBC,EN Dual Deg
150050045,7.97,password,ST,EP B.Tech
150050046,3.09,password,OBC,AE B.Tech
150050047,8.82,password,SC,CL B.Tech
150050048,3.8,password,GE,EE Dual Deg E1
150050049,9.55,password,GE,MM Dual Deg Y2
150050050,0.86,password,OBC,EP B.Tech
150050051,4.37,password,GE,MM Dual Deg Y2
150050052,5.96,password,ST,CL B.Tech
150050053,3.57,password,PwD,EP B.Tech
150050054,4.46,password,ST,EE Dual Deg E2
150050055,1.26,password,GE,CS B.Tech
150050056,9.44,password,PwD,EP Dual Deg N1
150050057,3.13,password,PwD,CS B.Tech
150050058,1.31,password,ST,EP Dual Deg N1
150050059,9.98,password,OBC,CE B.Tech
150050060,6.61,password,OBC,CE B.Tech
150050061,4.35,password,PwD,EP B.Tech
150050062,4.15,password,SC,EP B.Tech
150050063,9.27,password,PwD,MM Dual Deg Y1
150050064,2.87,password,ST,CH
150050065,4.46,password,OBC,EE Dual Deg E2
150050066,1.7,password,ST,MM B.Tech
150050067,3.3,password,SC,EE Dual Deg E1
150050068,4.53,password,SC,EE Dual Deg E1
150050069,8.01,password,OBC,EE Dual Deg E2
150050070,2.28,password,OBC,MM B.Tech
150050071,3.64,password,PwD,AE B.Tech
150050072,0.62,password,PwD,EP B.Tech
150050073,7.52,password,GE,EE Dual Deg E2
150050074,0.7,password,PwD,ME Dual Deg M2
150050075,5.11,password,ST,EP B.Tech
150050076,2.4,password,SC,MM Dual Deg Y1
150050077,7.28,password,ST,EE B.Tech
150050078,2.39,password,PwD,MM Dual Deg Y2
150050079,5.36,password,GE,ME B.Tech
150050080,4.09,password,PwD,EE B.Tech
150050081,8.77,password,OBC,AE B.Tech
150050082,9.27,password,SC,CH
150050083,7.57,password,PwD,MM B.Tech
150050084,4.15,password,SC,CS B.Tech
150050085,7.81,password,PwD,CS B.Tech
150050086,1.33,password,OBC,EE B.Tech
150050087,1.67,password,ST,CL B.Tech
150050088,8.3,password,GE,EE Dual Deg E2
150050089,3.66,password,GE,AE B.Tech
150050090,2.6,password,ST,MM B.Tech
150050091,1.01,password,OBC,ME B.Tech
150050092,4.67,password,OBC,MM Dual Deg Y2
150050093,4.6,password,GE,CL B.Tech
150050094,0.6,password,PwD,EP Dual Deg N1
150050095,9.74,password,OBC,AE B.Tech
150050096,2.9,password,OBC,CS B.Tech
150050097,4.59,password,GE,EE Dual Deg E1
150050098,0.03,password,GE,EE Dual Deg E2
150050099,5.78,password,PwD,AE B.Tech
150060000,2.3,password,PwD,CL B.Tech
150060001,1.42,password,SC,MM B.Tech
150060002,1.9,password,SC,AE B.Tech
150060003,2.01,password,OBC,EE B.Tech
150060004,5.69,password,SC,EE Dual Deg E1
150060005,5.48,password,PwD,CL B.Tech
150060006,6.88,password,PwD,EN Dual Deg
150060007,6.6,password,SC,CE B.Tech
150060008,7.13,password,ST,EE Dual Deg E2
150060009,4.66,password,OBC,MM Dual Deg Y2
150060010,0.36,password,SC,EE Dual Deg E2
150060011,0.29,password,SC,CL B.Tech
150060012,5.67,password,OBC,ME Dual Deg M2
150060013,5.66,password,ST,EE Dual Deg E2
150060014,9.52,password,GE,MM B.Tech
150060015,5.67,password,GE,AE B.Tech
150060016,2.88,password,GE,EE B.Tech
150060017,0.7,password,OBC,ME B.Tech
150060018,4.82,password,OBC,EN Dual Deg
150060019,4.88,password,SC,CS B.Tech
150060020,6.42,password,SC,EP B.Tech
150060021,0.31,password,OBC,EE Dual Deg E2
